,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,label
31,17,31,18,39,19,47,20,55,23,63,28,69,35,75,42,79,50,80,58,79,63,75,68,70,72,64,75,57,77,50,78,43,79,35,23,29,27,25,33,25,39,26,45,29,57,29,62,26,68,25,74,25,78,28,52,35,52,41,52,46,52,52,45,54,48,56,51,57,55,56,57,54,29,35,33,33,38,33,42,36,37,37,33,37,59,36,63,33,68,32,72,35,68,37,64,37,0
32,14,33,15,44,16,53,18,63,21,73,27,81,34,88,42,94,51,96,60,94,68,88,75,81,81,73,85,64,86,54,86,44,87,34,21,32,24,26,31,24,38,24,45,27,55,27,62,24,69,24,76,26,81,31,50,32,50,38,50,44,50,50,42,54,46,55,51,57,55,56,59,54,28,35,32,34,36,34,41,35,36,35,32,36,60,35,64,34,68,34,72,35,68,36,64,35,3
33,15,34,15,44,16,53,17,61,20,70,25,77,33,82,41,87,50,88,59,87,67,82,75,75,80,68,83,60,84,51,84,43,84,35,22,33,25,27,32,24,39,23,46,26,56,26,63,24,69,23,76,25,79,31,51,34,51,40,51,47,51,54,43,55,47,57,51,58,55,57,58,55,30,35,34,34,37,34,41,35,37,36,34,36,59,35,63,34,67,34,71,35,67,36,63,36,3
34,21,37,20,45,20,52,21,60,23,68,27,74,33,80,39,86,46,88,55,87,65,83,73,78,80,71,85,63,87,55,88,47,89,39,25,29,29,25,34,24,39,24,44,27,55,27,61,24,68,23,75,25,79,29,49,34,48,39,47,44,46,50,40,53,43,55,47,56,52,55,56,54,30,36,33,34,38,34,42,36,38,37,33,37,59,36,63,34,68,34,72,36,68,37,63,37,3
35,19,39,19,48,21,56,22,65,24,73,29,79,35,84,42,88,50,89,59,87,67,83,75,78,81,72,84,64,85,55,86,47,86,39,23,29,27,25,33,24,38,25,44,28,55,27,61,24,68,24,74,25,79,29,50,34,50,39,50,44,50,50,43,55,47,55,50,56,54,56,57,55,29,35,32,33,37,33,41,36,37,37,32,37,59,36,63,33,68,33,71,35,68,37,63,37,0
36,18,36,18,45,19,55,19,64,22,73,28,81,34,87,41,94,51,96,61,95,70,90,77,83,84,75,88,66,89,57,89,47,89,38,23,32,25,26,31,23,37,24,44,27,54,28,61,25,69,24,76,26,80,32,49,34,48,40,48,47,47,53,41,55,44,57,49,58,53,57,58,55,30,36,33,33,37,33,42,36,37,37,33,37,59,36,64,34,68,34,72,36,68,37,64,37,3
37,14,36,15,46,17,55,18,64,21,72,27,79,35,85,43,88,52,89,61,89,70,86,77,81,83,73,85,64,86,55,87,45,86,36,21,33,26,28,32,27,39,26,46,27,54,27,61,25,68,25,75,27,80,32,50,33,51,39,51,44,52,50,44,55,48,56,52,57,56,56,59,55,29,36,33,33,37,33,42,35,38,37,33,37,59,35,63,33,68,33,72,35,68,37,63,37,0
38,21,40,21,49,22,57,23,66,25,74,30,81,36,87,43,91,51,93,59,91,66,87,72,82,78,75,81,67,82,58,83,50,82,41,26,31,29,25,34,22,41,22,47,25,57,24,63,22,69,22,75,25,78,30,52,33,52,38,52,44,52,49,45,56,49,57,52,57,55,56,58,55,32,36,35,34,39,33,44,36,40,36,35,37,60,36,64,33,68,34,71,36,68,37,64,36,0
39,17,40,18,48,18,55,19,63,21,71,25,77,31,82,39,86,48,87,58,86,67,83,74,79,79,73,82,65,83,57,83,49,84,41,22,30,25,25,31,23,38,23,44,25,56,25,62,22,69,22,75,23,79,29,50,32,50,36,50,40,50,44,43,51,47,52,50,52,54,52,57,51,30,36,33,34,37,33,41,35,37,36,33,37,59,35,63,33,68,33,71,35,68,36,63,36,0
40,17,37,18,46,19,55,21,65,24,74,29,82,36,89,44,95,53,97,62,94,69,88,75,80,80,72,83,63,84,54,84,45,83,37,23,33,25,26,31,23,38,23,44,26,56,26,62,23,69,23,75,25,78,31,51,33,52,39,52,45,53,52,44,54,48,55,53,57,56,55,60,54,31,36,34,34,38,34,42,36,38,36,34,37,59,36,64,34,67,34,71,36,67,36,64,36,3
41,17,37,17,46,19,55,20,64,23,72,28,79,35,85,42,89,50,90,59,89,66,86,73,81,78,74,82,66,83,58,84,48,85,39,22,33,26,27,33,25,40,26,46,28,54,27,61,25,68,25,75,27,80,32,51,33,51,38,51,42,51,48,44,54,47,55,51,55,54,55,57,55,29,35,32,33,37,33,41,36,37,37,32,37,59,36,63,33,68,33,72,36,68,38,63,37,0
42,26,37,26,45,26,54,29,62,33,70,37,78,41,86,44,94,51,97,61,96,71,91,82,85,91,76,98,66,100,54,101,42,101,30,25,28,27,25,32,24,36,26,41,29,51,27,59,23,67,22,75,23,82,27,45,36,44,42,43,48,41,55,38,58,41,60,45,61,50,60,55,59,30,35,33,33,38,33,42,36,38,37,33,37,58,36,63,32,68,32,73,35,69,37,63,37,3
43,19,36,19,45,20,53,21,61,23,69,27,75,33,80,40,84,48,86,56,85,64,81,73,77,80,71,84,64,86,55,88,47,88,38,23,28,27,24,33,23,38,23,44,25,56,26,62,23,68,23,74,24,79,28,49,32,49,38,48,43,47,49,42,53,45,54,48,55,52,54,55,53,29,35,33,33,37,33,42,35,37,36,33,37,58,36,63,33,68,33,71,35,68,37,63,37,0
44,15,31,16,40,17,50,18,60,22,69,27,76,33,82,41,87,50,88,58,87,66,82,73,76,78,69,82,61,84,52,84,43,84,34,20,32,25,27,32,24,39,25,46,28,55,29,62,26,69,24,76,25,80,30,51,36,51,43,51,50,51,57,43,58,47,60,51,61,55,60,58,58,29,35,33,33,38,33,42,36,37,37,33,37,59,36,63,33,68,33,71,35,68,37,63,37,0
45,15,38,16,47,17,57,18,67,21,77,26,85,33,92,42,98,51,99,61,97,69,92,75,84,80,76,83,67,84,57,84,47,84,38,19,32,22,24,30,20,38,20,45,24,55,24,62,21,70,20,77,23,80,30,51,33,51,39,51,45,52,51,44,59,48,59,51,60,55,59,58,58,29,36,32,33,37,32,41,35,37,36,32,37,59,35,63,32,68,32,71,35,68,36,63,36,3
46,14,42,14,49,15,57,15,65,17,74,22,81,30,86,38,90,48,91,59,91,69,87,77,83,84,76,87,67,88,59,89,50,89,42,21,35,24,28,31,24,38,23,45,24,55,25,63,23,71,24,78,28,82,34,50,31,50,35,50,40,50,44,42,50,46,51,50,52,54,51,58,50,30,36,33,34,37,34,41,35,37,35,34,36,60,35,65,34,69,34,72,36,68,36,64,35,3
47,18,37,19,46,20,56,21,64,23,73,28,80,34,86,41,91,50,92,60,91,69,87,76,82,83,75,87,66,88,57,88,48,88,39,22,31,25,25,31,23,38,23,44,27,54,27,61,24,68,23,75,25,79,31,49,33,48,39,48,45,47,51,41,55,44,56,48,57,52,56,56,55,29,35,32,33,37,33,42,36,37,37,32,37,58,36,62,33,67,33,71,36,67,37,63,37,0
48,18,32,19,41,19,50,20,58,21,67,25,74,31,81,38,86,46,88,55,87,63,83,69,77,74,70,77,63,79,54,81,46,82,37,23,29,27,25,33,25,39,26,44,28,57,29,63,27,68,26,74,26,78,30,51,35,51,41,51,47,50,53,42,55,46,57,50,58,53,57,57,56,30,35,33,33,37,33,41,36,37,37,33,37,59,37,63,34,68,34,71,36,68,38,64,38,3
49,19,38,19,47,20,56,21,65,24,74,28,81,35,87,41,92,50,94,58,93,66,88,73,82,79,75,83,67,85,58,85,48,85,39,22,32,25,26,31,23,37,23,44,25,56,26,62,23,69,23,75,26,79,32,50,33,50,38,51,43,51,49,43,54,47,55,50,56,53,55,56,54,29,36,33,33,37,33,41,35,37,37,33,37,59,36,63,33,68,33,71,36,67,37,63,37,0
50,14,31,14,41,15,51,17,61,20,70,25,78,31,86,38,93,47,95,56,94,64,87,70,79,76,71,80,62,81,52,83,43,83,34,21,30,26,26,32,25,39,26,45,29,57,31,63,28,68,26,75,26,79,30,51,35,51,42,51,48,52,54,43,56,47,58,51,60,55,58,58,57,29,35,33,34,37,34,41,36,36,36,32,36,60,37,64,35,68,34,72,35,68,37,64,37,3
51,17,41,17,49,17,57,18,65,20,73,24,80,31,86,38,90,47,92,56,91,65,88,73,83,79,77,84,69,85,62,86,53,85,46,23,32,26,26,32,23,39,23,46,26,55,27,62,23,69,23,76,26,80,32,50,32,50,36,50,41,49,45,42,51,46,52,50,52,54,52,57,51,30,36,33,34,37,34,41,36,37,37,33,37,60,36,64,34,68,34,71,36,68,37,64,37,0
52,20,36,20,44,20,52,21,60,23,68,27,75,32,80,38,85,46,87,54,85,62,82,70,77,77,70,81,63,82,55,84,47,85,39,24,27,28,23,33,21,39,22,45,24,56,24,62,22,68,21,74,22,78,27,49,32,49,38,48,43,48,49,41,53,45,54,48,55,52,54,56,53,29,35,33,33,37,33,41,36,37,36,33,36,59,36,63,33,67,33,71,35,67,36,63,36,3
53,19,37,20,45,21,54,22,62,25,70,29,77,35,82,42,87,50,89,59,89,68,86,76,80,82,73,86,64,87,54,87,45,87,35,23,31,26,26,32,23,38,25,43,27,56,27,62,24,68,23,75,25,79,30,50,34,50,40,50,46,50,52,43,55,47,56,51,57,54,56,58,55,30,36,33,34,37,34,41,36,37,37,33,37,59,36,63,34,67,34,71,36,68,37,63,37,0
54,19,37,19,46,21,54,22,62,24,70,28,77,34,82,40,86,49,87,57,86,65,82,72,78,77,71,80,64,82,56,83,48,84,39,23,28,27,25,33,23,39,24,44,27,55,26,61,24,68,23,74,24,79,28,49,33,49,38,49,43,48,48,43,53,45,54,48,55,52,55,55,53,29,35,33,33,37,32,41,35,37,36,32,37,59,35,63,32,67,32,71,35,68,36,63,36,0
55,18,38,18,46,19,55,20,63,23,72,27,79,33,85,41,89,50,90,59,89,66,85,74,79,79,72,82,64,83,55,84,46,84,38,23,33,26,27,32,24,39,24,45,27,56,27,62,24,69,23,75,25,79,31,51,34,51,39,51,45,52,52,44,56,47,57,51,58,55,57,58,55,30,36,33,33,37,33,41,36,37,37,33,37,59,36,63,33,68,33,71,36,68,37,63,37,0
56,17,31,18,40,19,49,20,58,23,66,28,73,34,79,41,85,49,87,57,85,63,79,69,73,74,66,78,59,80,51,81,43,82,34,22,27,27,24,33,23,39,25,44,28,56,28,62,25,67,24,73,24,78,27,51,35,51,41,51,47,51,54,43,56,46,58,50,59,54,58,57,56,29,35,33,32,38,33,42,36,37,37,32,37,59,36,63,33,67,33,71,35,68,37,63,37,0
57,19,35,19,43,20,51,21,59,23,67,27,74,33,80,40,85,48,86,56,85,64,80,71,74,76,67,80,60,81,53,83,45,83,38,22,29,27,25,33,24,39,25,45,28,55,28,61,25,68,24,74,25,78,29,50,33,50,39,50,45,50,50,44,55,47,56,50,57,52,56,55,55,30,35,33,33,37,33,41,36,37,37,33,37,59,36,63,33,68,33,71,35,68,37,63,37,0
58,12,40,12,50,12,60,14,69,17,77,24,84,31,90,40,94,50,95,59,93,67,87,74,81,79,74,82,66,83,58,82,49,81,41,22,33,26,28,33,25,41,26,48,29,55,30,61,27,68,26,74,28,78,33,52,33,52,38,53,42,53,47,43,52,47,53,52,54,56,53,60,51,29,36,33,35,37,35,41,36,36,36,33,36,60,36,64,35,67,35,71,36,67,36,64,36,3
59,19,33,19,42,20,51,21,60,23,68,28,75,34,82,41,87,50,89,59,88,67,84,74,78,79,71,83,63,84,54,84,45,84,36,24,31,27,26,33,24,39,25,44,28,56,28,62,25,69,24,75,26,79,31,50,34,50,40,50,46,50,53,42,54,46,56,50,57,55,56,58,54,30,35,34,34,38,34,42,35,38,36,34,36,59,36,63,35,67,35,71,36,67,37,63,36,3
60,22,32,22,41,23,49,24,57,27,66,31,74,36,81,42,88,50,90,60,89,68,83,74,76,80,68,84,60,86,51,87,42,88,33,24,30,27,26,32,26,38,27,43,30,55,30,61,27,67,26,74,27,80,30,48,35,48,42,47,49,46,56,41,56,44,58,48,60,52,58,56,56,30,35,33,34,37,34,41,36,37,36,33,36,59,36,63,34,67,34,71,35,67,36,63,36,3
61,17,35,17,44,18,53,19,61,22,70,27,77,33,84,39,90,48,92,57,90,64,85,71,78,76,71,80,63,81,54,82,45,82,37,22,32,26,27,32,25,39,25,45,29,56,29,62,26,68,24,75,26,78,32,51,34,51,41,51,48,51,54,42,55,46,57,51,59,55,57,59,55,30,35,33,34,37,34,41,36,37,36,33,36,59,36,63,34,67,33,71,35,67,36,63,36,3
62,15,35,16,44,17,52,18,60,21,69,26,76,33,82,41,85,49,86,57,86,64,81,69,76,73,69,75,62,77,54,78,47,77,40,23,27,28,23,34,21,41,22,47,25,58,25,62,23,67,22,72,24,75,27,52,33,52,39,53,45,53,50,46,55,49,56,52,57,55,56,57,55,29,35,33,33,38,33,42,36,37,37,32,36,59,36,62,34,67,33,70,35,67,37,63,37,0
63,15,42,16,51,16,60,17,69,20,78,25,85,33,91,41,96,51,97,61,95,70,91,77,84,82,76,84,67,84,58,83,50,83,42,22,33,25,27,32,23,39,22,45,24,56,25,62,23,69,23,75,27,78,32,51,33,52,38,53,43,53,49,43,54,48,55,52,56,56,55,60,54,30,37,33,35,37,34,42,36,38,37,34,37,60,37,64,35,68,35,71,37,68,37,64,37,3
64,16,37,17,46,18,55,19,64,22,72,27,80,34,85,42,90,51,91,59,89,67,85,73,79,78,72,80,63,81,55,82,47,82,39,23,31,27,27,33,26,39,27,46,29,55,29,61,27,68,26,74,28,78,32,51,33,52,39,52,44,52,50,45,55,48,55,52,56,55,55,58,54,30,36,34,33,38,33,41,36,38,37,33,37,59,36,63,34,67,33,70,36,67,38,63,38,0
65,13,34,13,43,14,52,16,62,19,71,25,79,32,86,40,92,49,93,59,92,67,86,74,79,80,70,83,61,84,52,84,42,83,33,20,32,25,28,31,27,39,28,46,30,52,31,59,29,66,27,73,28,78,32,49,36,49,42,49,49,49,56,41,57,45,59,50,61,54,59,58,57,28,35,32,33,36,34,40,36,36,36,32,36,58,36,62,34,66,34,70,35,66,36,62,36,3
66,15,40,15,49,16,57,18,65,20,72,25,78,31,82,38,84,47,85,56,85,64,83,72,80,79,74,83,67,84,59,85,51,85,44,22,33,25,27,32,24,39,24,46,26,55,27,62,25,69,24,76,27,80,32,51,33,50,37,49,41,49,46,43,53,46,53,49,54,53,53,56,53,29,37,32,34,37,33,41,36,37,37,33,38,59,36,64,33,68,33,72,36,68,37,64,37,0
67,17,45,18,53,18,61,19,69,22,77,26,83,32,88,40,90,49,91,58,90,66,88,73,84,79,78,82,70,84,62,85,53,85,46,23,33,27,28,33,26,39,25,44,27,55,27,61,25,68,26,74,28,78,32,50,31,50,33,50,36,50,38,42,47,46,47,49,47,53,47,56,46,30,37,33,35,37,34,41,35,37,36,34,36,59,35,63,34,67,34,71,36,67,35,63,35,3
